User ,Agent,Intent,Slot,User Sentiment
I know it is a good phone but can not afford it. I have budget constraints,Buy this Galaxy J7 (2016) samsung phone. It is 2016 released but very good performance wise,Feedback,null,Neg
ok book this for me,"Yes done, your booking is confirmed",Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
409,409,409,409,409
I need a phone,What type of Phone you want?,Phn_SelReq,null,Neu
I want a Gionee phone with internal RAM of at least 32 GB.,"Sure, W909 by Gionee meets your requirements. It has 64 GB RAM and its camera is also very good",Slt_Info,"Brand-Gionee,Internal_RAM-32",Neu
What is its battery?,It is 2530 mAH,Query_Slot,null,Neu
"oh that's less,show me other cellphone with better battery?",2530 mAH battery capacity is enough for all-day usage.,Slt_Info,Battery-Good,Neg
Does it has multiSim?,Yes it has multiSim.,Query_Slot,Sim-M,Neu
"Okay, can you pack this phone?",Ok booking confirmed,Booking_Req,null,Neu
Thanks for help,Welcome,Gratitude,null,Pos
410,410,410,410,410
"Hello , I want sturdy phone as I accidently drop phone many times","Good Evening, what are your other requirements?",Phn_SelReq,null,Neu
It should be light weight and gps should work on it,Buy Slate6 VoiceTab by HP phone. It is light weight and its camera quality is also very good,Slt_Info,"Weight_g-Light,GPS-Y",Neu
What is its display size?,It is 245 pixel.,Query_Slot,null,Neu
Sorry show me a big display screen size mobile. I want a big display size phone as I love watching videos,This phone's design is sleek and unique. It can easily fit in your pocket,Slt_Info,Display_Size-Big,Neg
Yeah but I am not a big fan of small screen size phone.,"Yes, You can buy U11 by HTC. Its cost is 750 Euro",Feedback,null,Neg
What color is it available?,It's available in amazing silver color.,Query_Slot,null,Neu
"Okay, I will buy it then.","nice, i am booking it for you.",Booking_Req,null,Neu
Thank you so much,You are welcome. It's my pleasure.,Gratitude,null,Pos
411,411,411,411,411
"Hey, I want to buy a trendy phone","Good Evening, What is your requirement for your phone?",Phn_SelReq,null,Neu
"Hi, I want to buy the best android samsung phone",Anything else?,Slt_Info,"Brand-Samsung,OS-And",Neu
Yes cost should be under 800 Euro,You can buy Galaxy A7 (2017) by Samsung. It has got the solid battery life,Slt_Info,Cost-800-,Neu
What is its RAM?,It is 34 GB,Query_Slot,null,Neu
oh that's too less for my daily work,"Don't worry. It has slots for MicroSD cards, which offer additional storage memory beyond what your device already contains.",Slt_Info,"RAM-Good,Internal_RAM-Good",Neg
What is its cost?,Its price is 530 Euro.,Query_Slot,null,Neu
"Okay, book this phone",your booking is confirmed,Booking_Req,null,Neu
Thanks for help,"Welcome, it's my pleasure",Gratitude,null,Pos
412,412,412,412,412
"hi,suggest me a nice phone","Hey, sure , what specific features you want in your phone?",Phn_SelReq,null,Neu
it should be single sim phone and 2016 launched phone,Model Galaxy J7 Prime by Samsung can be bought,Slt_Info,"Sim-S,Released_Yr-2016",Neu
What is its cost ?,it costs 240 Euro only,Query_Slot,null,Neu
what is it's color ?,The color is Black,Query_Slot,null,Neu
"oh , is it available in blue?","Its available in Blue only. This is a phone with a huge, near perfect screen and equipped with great camera. Don't leave this phone just for the color",Slt_Info,Color-Blue,Neg
ok I will take this phone,Your booking is confirmed,Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for visiting us.,Gratitude,null,Pos
413,413,413,413,413
"Hi, I want to buy a mobile.","Hello,sure any specific brand mobile you want?",Phn_SelReq,null,Neu
Show me a good LG mobile with decent battery life,"Okay, X venture by LG can one of the option. It's picture quality is superb",Slt_Info,"Brand-LG,Battery-Good",Neu
How much is it for?,Its cost is 400 Euro.,Query_Slot,null,Neu
Oh it's very expensive. Show me a phone phone under 250 Euro,It is expensive because it has many additional features which others don't have,Slt_Info,Cost-250-,Neg
May be next time. I can't afford it now.My budget is 200,"Ok, take K10 (2017) BY LG Phone. Its price is only 210 Euro",Feedback,null,Neg
Sounds perfect. I will buy it.,"Okay, i am booking this phone for you",Booking_Req,null,Pos
It was nice interacting with you. Thanks for your patience and help.,Its my job and I am happy to serve my customer.,Gratitude,null,Pos
414,414,414,414,414
"Hello, I want to buy a superb phone.",Definitely I can help you. What features you want in your phone?,Phn_SelReq,null,Neu
"Yes, i need a Vivo phone with multisim in less cost",You can take Y28 by Vivo,Slt_Info,"Brand-Vivo,Sim-M,Cost-Less",Neu
What is its internal memory?,It's 8 GB Internal RAM,Query_Slot,null,Neu
That is not more than enough for smooth usage. Can you suggest a phone with 32 GB Ram and being widely used.,The optimal RAM needed for Android phone is 8 GB and this phone has that,Slt_Info,Internal_RAM-32,Neg
"But the point is the more RAM you have on a smartphone, the more apps and files I’ll be able to fit in the RAM, which means more apps will boot up quicker.",Then you should buy X5Max Platinum Edition by Vivo. Its internal RAM is 32 GB but it is dual sim phone,Feedback,null,Neg
What is its cost?,Its 440 Euro.,Query_Slot,null,Neu
Sounds good to me. I will take it.,Perfect choice. I will pack it for you.,Booking_Req,null,Pos
Thanks a lot for your patience and time.,It's my job and I love doing it.,Gratitude,null,Pos
415,415,415,415,415
"Hi, please help me in choosing a nice phone?","ofcourse, what are your requirements?",Phn_SelReq,null,Neu
I want to buy a phone with 12MP secondary camera as I am a selfie queen,Blade S7 by ZTE is very good for front and as well rear camera .,Slt_Info,S_Camera-12+,Neu
Can you tell me its display size?,It is 441 Pixel,Query_Slot,null,Neu
"Oh no, that's way too big. I want a small display size phone",It takes impressive pics and this smartphone also comes with a massive 2500 mAH battery capacity.,Slt_Info,Display_Size-Small,Neg
But I am not fond of big displays,V5 by Vivo will solve your purpose,Feedback,null,Neg
How much does it cost ?,It's cost is 250 Euro,Query_Slot,null,Neu
Okay book it for me.,Booking confirmed,Booking_Req,null,Neu
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
416,416,416,416,416
I am in desperate need of a good phone,We are there to help you. Please tell me your requirements,Phn_SelReq,null,Neu
Phone should have less weight and should have good secondary camera,V5 by Vivo is in great demand coz of its picture quality. Its weight is 154 gms,Slt_Info,"S_Camera-Good,Weight_g-Light",Neu
What is its color?,It is gold in color,Query_Slot,null,Neu
Whta about its primary Camera?,It is 13 MP,Query_Slot,null,Neu
oh 13 MP is very less. I want at least 16 MP primary camera,you can take some truly great snaps with this phone,Slt_Info,P_Camera-16+,Neg
I would like to go for 16 mp or more camera phone,V5 Plus by Vivo has less weight and is awsome for camera,Feedback,null,Neg
What is its cost?,It is 450 Euro. It's a very good phone. You will love it.,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you.",Booking,null,Neu
thanks a ton,My pleasure,Gratitude,null,Pos
417,417,417,417,417
"Good Morning , I need your help in buying a phone",I am at your service. Tell me your requirements?,Phn_SelReq,null,Neu
I want a black colored multi sim android phone.,Tab Prime 6 by Vodafone is black color multi sim android phone.,Slt_Info,"Color-Black,Sim-M,OS-And",Neu
what is its camera quality?,it's 5 MP for primary and 2 MP for secondary,Query_Slot,null,Neu
oh I feel this is less. Show me higher megapixel phone,This phone takes very impressive photos,Slt_Info,"P_Camera-Good,S_Camera-Good",Neg
Yes but I would go for higher MP camera phone,Then buy Highway 4G by Wiko cellphone.It is known for its camera quality.,Feedback,null,Neg
what is its cost?,its cost is 300 euro,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you.",Booking_Req,null,Neu
You are a very good salesman. Thanks a lot,My pleasure,Gratitude,null,Pos
418,418,418,418,418
"Hello, I am looking for a good phone.",Any specific model you need?,Phn_SelReq,null,Neu
"it should have small display , less weight and cost should be less","Ok , Do you have any other requirements ?",Slt_Info,"Display_Size-Small,Weight_g-Light,Cost-Less",Neu
"No,That's it","Okay, you can take Birdy by Wiko which has weight of 141 gms and display size 218 pixel.",Confirm,null,Neu
What is its Secondary Camera?,It is 2 MP,Query_Slot,null,Neu
Oh I need 8 MP or more camera phone,Its picture quality is good and it is at reasonable price too.,Slt_Info,S_Camera-8+,Neg
But still I would go for 8 MP+ camera phone,Okay then V3 by Vivo best phone for camera,Feedback,null,Neg
What is its cost?,Its cost is 260 Euro,Query_Slot,null,Neu
What is its color?,It is gold in color,Query_Slot,null,Neu
"Okay, I like this phone. Pack it for me.","Good choice, I am booking it for you.",Booking_Req,null,Neu
Thanks a lot for your time,Welcome always.,Gratitude,null,Pos
419,419,419,419,419
"Hi, I want to purchase a good phone","I will help you in choosing one, can you tell me your model no or requirements",Phn_SelReq,null,Neu
It should be Oneplus company with good battery life and gps should work on it,3T by OnePlus has very good battery life,Slt_Info,"Brand-Oneplus,Battery-Good,GPS-Y",Neu
What is its memory?,It is 6 GB RAM and 64 GB internal Ram.,Query_Slot,null,Neu
What is its OS?,It is android,Query_Slot,null,Neu
"Unfortunately, it's a Android phone. I want iOS phone",It is great for smooth functioning of all the tasks. OnePlus works on android operating system,Slt_Info,OS-iOS,Neg
I will take it.,"Nice, I am booking it for you.",Booking_Req,null,Neu
Thanks a ton,My pleasure,Gratitude,null,Pos
420,420,420,420,420
"hi, help me in buying a phone","sure , that's my duty. what kind of phone do you need?",Phn_SelReq,null,Neu
Show me a Oppo company mobile which has good camera and battery capacity,F3 by Oppo is best known for its camera as well as battery,Slt_Info,"Brand-Oppo,P_Camera-Good,S_Camera-Good,Battery-Good",Neu
What is its cost?,it cost 380 Euro,Query_Slot,null,Neu
what is it's color ?,The color of this phone is gold,Query_Slot,null,Neu
"oh , I don't want this color phone.. Is it possible in Pink?",This model has strong features but available in gold only.,Slt_Info,Color-Blue,Neg
I want pink because it is my lucky color,You can take F3 Plus by Oppo,Feedback,null,Neg
what is it's cost ?,it's of 480 Euro.,Query_Slot,null,Neu
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
421,421,421,421,421
"hi,I need a new phone ?","Good Evening, any specific model you are looking for?",Phn_SelReq,null,Neu
It should be of HTC brand with radio facility and internal storage of 64 GB,You can buy One X10 by HTC and is also one of the best phone for battery. Radio also works on it.,Slt_Info,"Brand-HTC,Radio-Y,Internal_RAM-64",Neu
What is its price ?,Its price is 330 Euro only,Query_Slot,null,Neu
How much does it weigh?,Its weight is 175 gms,Query_Slot,null,Neu
oh its little heavy. I want light weight phone.,It is is the average weight of most of the mobile,Slt_Info,Weight_g-Light,Neg
I want thin and sleek phone,Then you should buy Desire 628 by HTC. It has a thin metallic body and has a generous battery,Feedback,null,Neg
what is it's cost ?,it's of 200 euro,Query_Slot,null,Neu
ok can you book it for me,Yes done. I am booking it for you.,Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
422,422,422,422,422
"hi, I need a good phone for my daily use","hello, any specific brand you want?",Phn_SelReq,null,Neu
I want Vivo mobile with good camera,Is that all? or Any other specifications you are looking for?,Slt_Info,"Brand-Vivo, P_Camera-Good,S_Camera-Good",Neu
GPS should on the phone and should also have good memory backup.,X7 by Vivo meets your requirements.,Slt_Info,"GPS-Y,Battery-Good",Neu
What is its OS?,It's Android,Query_Slot,null,Neu
Oh I don't want Android OS. It hangs a lot. I want Sym operating system phone,In And OS you can install software and applications of any type,Slt_Info,OS-Sym,Neg
what's the price?,it costs 640 euro.,Query_Slot,null,Neu
"Okay, I will book it","Sure, I have booked it",Booking_Req,null,Neu
Thanks a lot,Welcome and do visit us again,Gratitude,null,Pos
423,423,423,423,423
"Hey, I need a good performing phone","Good Evening, any specific feature you want in your phone?",Phn_SelReq,null,Neu
I want recent released year phone with less weight and high camera quality,V3 by Vivo meets your requirements,Slt_Info,"Released_Yr-2017,Weight_g-Light,P_Camera-Good,S_Camera-Good",Neu
What is its cost?,It is 260 Euro,Query_Slot,null,Neu
Is it a single Sim phone?,It is a multisim phone,Query_Slot,null,Neu
oh I don't want multisim phone.I want single sim phone,It does not matter much and also it is a gaming phone with powerful performance along with a huge screen,Slt_Info,Sim-S,Neg
But the point with single sim phone is that you can get better battery and performance that is why the expensive phones like apple and pixel are still single sim.,okay then you should buy Xperia XA1 by Sony phone,Feedback,null,Neg
What is the cost?,It's 280 Euro,Query_Slot,null,Neu
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
424,424,424,424,424
"Hey, I need a phone for office use","Goood Evening, I will help you in choosing one. what type of phone you want to buy?",Phn_SelReq,null,Neu
Radio should work on this phone and display size should be medium.,Xperia XA1 Ultra by Sony hs medium display size,Slt_Info,"Radio-Y,Display_Size-Medium",Neu
Does it has good camera ?,"Yes , picture quality is very good of this phone. 23 MP is its primary camera",Query_Slot,null,Neu
What is its color?,It is white in color.,Query_Slot,null,Neu
what is it's price ?,it's of 380 Euro.,Query_Slot,null,Neu
"oh,This phone is not for me. It is costly. Show me a phone with similar specifications in cheaper price?",Even though it is costly customers are prefering this phone as its performance is far superior to others,Slt_Info,Cost-less,Neg
ok can you book it for me,"Yes done,",Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
425,425,425,425,425
"Good Evening, I need a affordable phone","sure, what are your requirements",Phn_SelReq,null,Neu
I need a phone with high internal RAM of 64 GB and cost around 400 Euro.,X6S by Vivo has internal RAM is 64 GB and is also reasonable.,Slt_Info,"Internal_RAM-64,Cost-400-",Neu
What is its cost?,It is 350 Euro,Query_Slot,null,Neu
Whta is its sim slot?,It is dualsim,Query_Slot,null,Neu
"oh, sorry I need multisim phone. Sorry I forgot to mention it at the beginning.",Dualsim has its own advantage.,Slt_Info,Sim-M,Neg
Yeah but I need multisim phone. I have heard multisim mobiles processing time is less,Then Porsche Design P'9982 by BlackBerry will be a perfect choice for you with good internal memory.,Feedback,null,Neg
What is its price?,It is 390 Euro.,Query_Slot,null,Neu
"Okay, I will take this phone.",Booking done. It's a very good phone,Booking,null,Neu
thanks a ton,"Welcome,My pleasure",Gratitude,null,Pos
426,426,426,426,426
"Hello, I am looking for a new phone.","hello, what are your requirements?",Phn_SelReq,null,Neu
I want to buy a sony phone with less weight,"Sure, Model Xperia XA Dual by Sony is light weight samsung phone",Slt_Info,"Brand-Sony,Weight_g-Light",Neu
What is its battery?,2300 mAH is its battery. It lasts for one full day.,Query_Slot,null,Neu
what is its released year?,It came in 2016,Query_Slot,null,Neu
oh sorry I forgot to mention it before but I am looking for a newly launched phone,This handset is pretty good at less price,Slt_Info,Released_Yr-2017,Neg
What is its cost?,It costs 250 Euro,Query_Slot,null,Neu
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
427,427,427,427,427
I am looking for a sturdy and reliable phone,"Hello, any specific brandyou are looking for?",Phn_SelReq,GPS-Y,Neu
I have budget constraints .Cost should not exceed 300 Euro,"Sure, at this price 280 Euro we have one very good phone Xperia XA1 by Sony",Slt_Info,Cost- 300-,Neu
What is its weight?,Its weight is 143 gms,Query_Slot,null,Neu
What is its memory?,It has RAM of 3 GB and Internal RAM of 32 GB,Query_Slot,null,Neu
Ah it is not much. I have faced storage issue in my previous phone with this much of memory.Can you suggest some other affordable phone with higher memory?,This phone has expandable memory slot too. You can increase the space by using it.,Slt_Info,"RAM-Good,Internal_RAM-Good",Neg
I understand but I don't to use external card to increase the space.,Buy MS1 by Sharp phone,Feedback,null,Neg
Sounds good to me. Pack this for me.,My pleasure . I will pack it for you,Booking_Req,null,Pos
Thanks a ton for your time and help,Welcome . Do visit is again.,Gratitude,null,Pos
428,428,428,428,428
I am looking for a good phone,"Good Morning, You want 2017 released phone. What are your basic requirements for the same?",Phn_SelReq,null,Neu
I want an excellent camera phone with radio facility on it.,Nowadays people are buying F3 Plus by Oppo for its camera quality.,Slt_Info,"P_Camera-Good,S_Camera-Good,Radio-Y",Neu
Oh I don't want Oppo phone. I want Samsung phone,This model is world wide famous and is getting very good reviews for its outstanding performance.,Slt_Info,Model-Samsung,Neg
How much is it for?,It’s for 480 Euro,Query_Slot,null,Neu
What is its display size?,It is 367 Pixel,Query_Slot,null,Neu
"Okay, I am buying it","Sure, I have booked this for you.",Booking_Req,null,Neu
It was nice talking to you. Thanks a lot for your help.,My pleasure. Contact us for any query.,Gratitude,null,Pos
429,429,429,429,429
"Hi, I want a phone",What do you want in your phone?,Phn_SelReq,null,Neu
"I want iOS operating smart phone, with good memory.",iPhone 6s Plus by Apple is a good phone,Slt_Info,"OS-iOS,Battery-Good",Neu
Looks nice. How’s the battery life?,It's battery is 2750 mAh. It is enough for full day use,Query_Slot,null,Neu
what is its cost?,Its cost is 750 Euro.,Query_Slot,null,Neu
"Oh, this is a great phone but I can't buy it. It is expensive. Do you have something under 300 Euro?",Its great features sets it apart from other competitors.,Slt_Info,Price-300-,Neg
I understand but my pocket does not allow that,Model iPhone 6 by Apple is also a good phone and its price is also 540 Euro,Feedback,null,Neg
"okay, I will buy it.",Thanks for buying this great phone.,Booking_Req,null,Neu
Thanks for help,My pleasure,Gratitude,null,Pos
430,430,430,430,430
"Hi, I want a nice phone","Sure, you are at right place. Any specific model you are looking for?",Phn_SelReq,null,Neu
"hello, I don't want recent released phone. I am looking for 2014 released year phone as its price will be less","Certainly, then buy Model Fire C by Alcatel which is the old phone but people are still preferring it oevr many other",Slt_Info,Released_Yr-2014,Neu
What is its OS?,It is Fir.,Query_Slot,null,
"Sorry, I don't want to buy any Fir operating Phone",This OS is compatible with many OS,Slt_Info,OS-Non-Windows,Neg
I am fan of android phone so would prefer that only,"Then, you should go for Model Hero 2 by Alcatel. It is getting very good response from Public.",Slt_Info,OS-Android,Neg
What features stands it apart from other phone?,"It is famous for its picture quality with 13.1 MP, the rear camera and 5 MP front camera. Its battery does not drain fast.",Query_Slot,null,Neu
In what color is it available?,Dark Gray is its color.,Query_Slot,null,Neu
How much does it cost?,Its cost is 460 Euro.,Query_Slot,null,Neu
I want to purchase this. Can you gift wrap for me?,"certainly, Confirming your booking...... Done .... You can note down our customer care number for any query. Your reference number is 2012_10",Booking_Req,null,Neu
Thanks for your time. You are very goood in selling.,I am happy to serve you.,Gratitude,null,Pos
431,431,431,431,431
"Hi, I want to buy a mobile which has mostly been bought. Which one should I buy?","Hello,any specific features you want in your phone??",Phn_SelReq,null,Neu
I am looking for recent released phone with less weight,"Sure, Model Zenfone AR ZS571KL by Asus is a very good phone",Slt_Info,"Released_Yr-2017,Weight_g-Light",Neu
What is its display_size,It is 515 Pixel,Query_Slot,null,Neu
Oops that's a big one. I want medium size display,But big screen is comfortable for surfing net,Slt_Info,Display_Size-Medium,Neg
Disadvanatge with big phone is that it is difficult to carry,"Ok, then you can go for Model 50 Graphite by Archos Phone. Its display size is 294 Pixel",Feedback,null,Neg
Sounds perfect. I will buy it.,"Okay, i am booking this phone for you",Booking_Req,null,Pos
It was nice interacting with you. Thanks for your patience and help.,You are welcome.Its my job and I am happy to serve my customer.,Gratitude,null,Pos
432,432,432,432,432
"Hey, I want to buy a durable phone","Good Evening, Any spcific phone you want?",Phn_SelReq,null,Neu
"Hi, I want to buy blackberry mobile with good camera.","Sure, Priv by BlackBerry is a very good blackberry phone.",Slt_Info,"Brand-Blackberry,P_Camera-Good,S_Camera-Good",Neu
What is its weight?,It is 192 gms,Query_Slot,null,Neu
That's too heavy. It feels like a brick.,It's heavy because of its structure but if you see its performance it is very good,Feedback,null,Neg
I want light weight phone,okay DTEK50 by BlackBerry is one of the option,Slt_Info,Weight_g-Light,Neg
What is its cost?,Its cost is 270 Euro.,Query_Slot,null,Neu
That's cool. I will take it. Can I pay it by card?,Thanks a lot. Yes we take card payment also. Your booking reference number is 2012_12,Booking_Req,null,Pos
Thanks for your help.,My pleasure,Gratitude,null,Pos
433,433,433,433,433
I want to buy a new phone. Can you suggest some?,"ofcourse, You are at the right place. Do you have any specification for the same?",Phn_SelReq,null,Neu
"Yes, Camera should be superb as I like clicking pics and yes its OS should be iOS","Definitely, then go for Model iPhone 7 by Apple . It has very good picture quality.",Slt_Info,"P_Camera-Good,S_Camera-Good,OS-iOS",Neu
Does Radio works on it?,"Sorry, Radio is not there.",Query_Slot,null,Neu
"oh no, I want I Radio to work on it as I often listen to Radio.",App iTune is installed in this phone which is very good for music,Slt_Info,Radio-Y,Neg
"Sounds good. Pack this for me,","Great, I am confirming your booking and your reference number is 2012_13",Booking_Req,null,Pos
Thanks a ton.,My pleasure and thank you for visiting us.,Gratitude,null,Pos
434,434,434,434,434
"Hello, I have misplaced my phone so want to buy a new phone","Good Evening, any specific feature you are looking for?",Phn_SelReq,null,Neu
"Yes, a dualSim samsung mobile would be perfect.","Sure, Many dualSim samsung mobiles are avilable in our store. Is there any other specific features you want in your phone?",Slt_Info,"Brand-Samsung,Sim-D",Neu
GPS should work on it.,Okay Galaxy S8 by Samsung meets your requirements.,Slt_Info,GPS-Y,Neu
What is its cost?,It is 700 Euro.,Query_Slot,null,Neu
Sorry I can't buy this phone. Can you show me a phone around 350 Euro,This phone is costly because it is very fast.,Slt_Info,Cost-350-,Neg
But I don't have that much money.,Then buy Model Galaxy A3 (2017) by Samsung and it is reasonable too.,Feedback,null,Neg
Sounds perfect. Book this for me.,"Fantastic, I am booking your order.",Booking_Req,null,Pos
Thank you so much for all your help.,You are always welcome.,Gratitude,null,Pos
435,435,435,435,435
"Hello , I want to buy a phone ?",I will help assist you. May i know your requirements?,Phn_SelReq,null,Neu
I have limited budget so phone should be under 450 Euro.,Any other specificctions?,Slt_Info,Cost-450-,Neu
Picture quality of the camera should be great,Model Galaxy A5 (2017) by Samsung meets your requirements.,Slt_Info,"P_Camera-Good,S_Camera-Good",Neu
What is its memory?,It is 3 GB RAM and 32 GB Internal RAM,Query_Slot,null,Neu
oh its storage is less. I want high RAM at least 4GB,You can buy memory SD card to increase the space,Slt_Info,RAM-4+,Neg
What color is it available?,It's available in Black Sky in color.,Query_Slot,null,Neu
"Okay, I will buy it then.","perfec choice, i am booking it for you. Your order number is 2012_15",Booking_Req,null,Neu
Thanks a lot. You helped me a lot today,My pleasure.You are always welcome,Gratitude,null,Pos
436,436,436,436,436
"Hi, I need a good phone",I am there to help you. What is your basic requirements?,Phn_SelReq,null,Neu
I want a dual camera phone with good battery life,"okay, is that all?",Slt_Info,"P_Camera-Dual,Battery-Good",Neu
"Hmm, Phone should also have doublesim",Model Galaxy Grand Prime Plus by Samsung can be one choice for you.,Slt_Info,Sim-D,Neu
What is its OS?,It is Android,Query_Slot,null,Neu
I don't want android OS phone. Suggest me Bla based phone,It's in great demand and has got good rating as well.,Slt_Info,OS- Bla,Neg
I like Bla based app phone. Can you suggest some other dual camera phone which works on Bla OS,Model Aurora by BlackBerry phone will be a perfect choice.,Feedback,null,Neg
What is its cost?,Its price is 250 Euro,Query_Slot,null,Neu
"Okay, book this phone for me",Ok booking confirmed,Booking_Req,null,Neu
Thanks for help,"Welcome, it's my pleasure",Gratitude,null,Pos
437,437,437,437,437
"Hello, I need a best selling phone.",Definitely I will show you. Do you have any specific requirements?,Phn_SelReq,null,Neu
"Yes, In my phone Radio should work and also cost should be around 300",You can take Model S6 Pro by Gionee,Slt_Info,"Radio-Y,Cost-300-",Neu
What is its camera?,It's 13 MP Primary Camera and 8 MP Secondary Camera,Query_Slot,null,Neu
oh can you show me dual camera phone.,This mobile's picture quality is superb,Slt_Info,P_Camera-Dual,Neg
Dual Camera gets a sharper image with more details,okay go for S9 by Gionee phone then.,Feedback,null,Neg
What is its cost?,Its 370 Euro,Query_Slot,null,Neu
perfect. I will take it.,Perfect choice. I will pack it for you. Your reference number is 2012_19.,Booking_Req,null,Pos
Thanks a lot for your patience and time.,It's my job and I love doing it.,Gratitude,null,Pos
438,438,438,438,438
"Hi, can you please help me in selecting a phone?","Yeah Sure, can i know what kind of phone you need?",Phn_SelReq,null,Neu
I want to buy dual primary camera phone with active GPS,S9 by Gionee is very good for camera .,Slt_Info,"P_Camera-Dual,GPS-Y",Neu
How much does it cost ?,it will cost 370 Euro,Query_Slot,null,Neu
What is its OS,It is android OS,Query_Slot,null,Neu
"oh, I don't want this. The touch of this OS is not as smooth as iOS or Sym devices. I want iOS OS",Third party app can be easily installed,Slt_Info,OS-iOS,Neg
Okay book this model for me.,Yes done,Booking_Req,null,Neu
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
439,439,439,439,439
"Hello, I am dire need of a new phone.","hello, what is your requirements?",Phn_SelReq,null,Neu
My phone should have small display size and less weight,"Sure, You can buy Model Pioneer P6 by Gionee.",Slt_Info,"Display_Size-Small,Weight_g-Light",Neu
What is its battery?,1950 mAh is its battery. This phone has most powerful battery,Query_Slot,null,Neu
What color is it?,It's in black color.,Query_Slot,null,Neu
What is its camera?,It is 5 MP primary camera and 2 MP for secondary camera,Query_Slot,null,Neu
Oh it is less. I want bettery picture quality phone .It should have 13 MP,Don't get confuse by its MP. It clicks very good pictures,Slt_Info,P_Camera-13+,Neg
I have seen camera with higher MP takes better pictures,"okay no problem, You can buy Model S6 by Gionee",Feedback,null,Neg
What is its price?,It costs 290 Euro,Query_Slot,null,Neu
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
440,440,440,440,440
"Hi,I want to buy a phone.","Sure, any specific model are you looking for?",Phn_SelReq,null,Neu
I want a dual camera singlesim phone,Model Honor 8 by Huawei is a good phone.,Slt_Info,"Sim-S,P_Camera-Dual",Neu
What is its cost?,It is 340 Euro,Query_Slt,null,Neu
oh it's little costly,It is costly because of the great features it offers,Slt_Info,Cost-Less,Neg
Ok please complete the booking process.,It's done. Thank for buying.,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
441,441,441,441,441
"Hi,I want to buy a phone.","Sure, any specific model are you looking for?",Phn_SelReq,null,Neu
I want a multiSim Gionee phone,Model W909 by Gionee is a good phone.,Slt_Info,"Sim-M,Brand-Gionee",Neu
What is its price?,It is 550 Euro,Query_Slot,null,Neu
oh it's little expensive. Show me best smatphone with latest hardware at reasonable price,Its great features sets it apart from other competitors.,Slt_Info,Cost-Less,Neg
I don't have much money. Show me the best budget phone,Model Elife S5.1 by Gionee is also a good phone and its price is also 240 Euro,Feedback,null,Neg
Ok please complete the booking process.,It's done. Thank for buying.,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
442,442,442,442,442
"My wife's birthday is coming, I want to gift her a phone.","That's nice, Are you looking for any specific model?",Phn_SelReq,null,Neu
Show me a ZTE dual camera phone,Blade V8 by ZTE is a very good ZTE model for dual camera,Slt_Info,"Brand-ZTE,P_Camera-Dual",Neu
what is its battery?,It is 2730 mAH,Query_Slt,null,Neu
Oh it's less. I need better battery phone,"Okay, its battery is good enough",Slt_Info,Battery-Good,Neg
I invest lots of time in internet so need high quality battery phone,Ok you can buy model Axon 7 Max by ZTE. It has a battery of 4100 mAH .,Feedback,null,Neg
Ok book it for me,It's done.,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
443,443,443,443,443
I need a phone which fulfills all my requirements.,"Good evening, I will help you in choosing one. Tell me your requirements for the phone",Phn_SelReq,null,Neu
I want to buy a phone with small display size and yes radio should also work on it,"Sure, Model Blade G by ZTE would be a good option for you",Slt_Info,"Display_Size-Small,Radio-Y",Neu
What is its camera?,It is 2 MP and VGA for secondary,Query_Slt,null,Neu
Oh it is VGA for secondary camera. I take lot of selfies. I don't want VGA secondary camera,Its other features are very good,Slt_Info,S_Camera-Non VGA,Neg
But I prefer phone for taking pics,Okay then buy Blade A512 by ZTE phone,Feedback,null,Neg
What is its cost?,It is 170 Euro,Query_Slot,null,Neu
Ok please complete the booking process.,It's done. Thank for buying.,Booking_Req,null,Neu
It was lovely meeting you. Thanks a lot,Welcome and visit us again,Gratitude,null,Pos
444,444,444,444,444
