User ,Agent,Intent,Slot,User Sentiment
What is its color?,It's Pearl White,Query_Slot,null,Neu
What is its cost?,it's 290 euro.,Query_Slot,null,Neu
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
124,124,124,124,124
I am in urgent need of a phone,What type of Phone you want?,Phn_SelReq,null,Neu
I want a light weight phone with the internal RAM of 64 GB.,"Sure, A1 by Gionee. It has 64 GB RAM and 182 gms weight.",Slt_Info,"Weight_g- Light,Internal_RAM-64",Neu
What is its battery?,It is 4010 mAH,Query_Slot,null,Neu
"oh that's less,do you have some other brand phone with better battery around 6000 mAH?",4010 mAH battery is good enough .,Slt_Info,Battery-6000+,Neg
Does it has DualSim?,Yes it has DualSim.,Confirm_Q,Sim-D,Neu
"Okay, can you pack this phone?",Ok booking confirmed,Booking_Req,null,Neu
Thanks for help,Welcome,Gratitude,null,Pos
125,125,125,125,125
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want to buy a phone that is small in size.,you should buy Iconia Talk S by Accer.,Slt_Info,Display_Size-small,Neu
How much does it cost?,It costs 260 Euro,Query_Slot,null,Neu
My budget is limited. Do you any Smartphone less than 150 euro,It is one of the best selling phone of last few years.,Slt_Info,Cost-150-,Neg
It's out of my budget. Do you have any other phone in cheaper price?,"Yes, You can buy Max XL by ZTE. Its cost is only 120 Euro",Feedback,null,Neg
What color is it available?,It's available in black color.,Query_Slot,null,Neu
"Okay, I will buy it then.","perfect choice, i am booking it for you.",Booking_Req,null,Neu
Thanks a lot for teaching me its operation.,My pleasure.,Gratitude,null,Pos
126,126,126,126,126
"Hi, I want to buy a phone whose battery lasts for two days.","Sure, Is there any other specific features you want in your phone?",Phn_SelReq,null,Neu
My requirements are good battery life and good camera,"okay, do you have any budget constraints?",Slt_Info,"Battery-Good,P_Camera-Good,S_Camera-Good",Neu
I want something under 350 Euro,One E9+ by HTC will be perfect for you.,Slt_Info,Price-350-,Neu
What is its Display Size?,It is 534 Pixel,Query_Slot,null,Neu
Oh I want small display size phone,"The bigger screen is always preferred for internet surfing and Live streaming, online TV shows & movies.",Slt_Info,Display_Size-Small,Neg
Yes but I don't find comfortable holding it in my hand.,N1 mini by Oppo phone can be a perfect choice.,Feedback,null,Neg
What is its cost?,Its price is 330 Euro.,Query_Slot,null,Neu
"Okay, can you pack this phone?",Ok booking confirmed,Booking_Req,null,Neu
Thanks for help,"Welcome, it's my pleasure",Gratitude,null,Pos
127,127,127,127,127
"hi,can you help me in choosing a good phone ?","Hey, sure , what kind of phone do you need?",Phn_SelReq,null,Neu
it should be multisim phone and 2017 launched phone,Model Galaxy J3 Emerge by Samsung is one of the best phone meeting your requirements,Slt_Info,"Sim-M,Released_Yr-2017",Neu
how much does it cost ?,it costs 260 Euro only,Query_Slot,null,Neu
what is it's color ?,The color is Gray,Query_Slot,null,Neu
"oh , is it possible in black?",Its available in gray only. Are you sure you want in black only?,Slt_Info,Color-Black,Neg
Yes but grey is not favorite of me.,But gray is very much in demand these days and we have limited stocks also in this color as customers are prefering white over any other color,Feedback,null,Neg
ok can you book it for me,Yes done. I am booking it for you,Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for visiting us.,Gratitude,null,Pos
128,128,128,128,128
"Hi, I want to buy a mobile.","Hello,sure any specific features you want in that phone",Phn_SelReq,null,Neu
I am looking for a simple phone simply with good battery life,"sure, Liquid Jade Primo by Acer will be a good option for you. It is a sturdy phone also.",Slt_Info,Battery-Good,Neu
What is its price?,Its cost is 220 Euro.,Query_Slot,null,Neu
That's out of my budget. Do have any phone under 200 Euro,It is a top-notch performance phone with a very good battery life to keep up with most of the competition.,Slt_Info,Cost-200-,Neg
It is a bit costly for me.My budget is 200,"Ok, then you can go for Zenfone Max ZC550KL (2016) by Asus Phone. Its cost is only 170 Euro",Feedback,null,Neg
Sounds perfect. I will buy it.,"Okay, i am booking this phone for you",Booking_Req,null,Pos
It was nice interacting with you. Thanks for your patience and help.,Its my job and I am happy to serve my customer.,Gratitude,null,Pos
129,129,129,129,129
"Hello, I want to buy a best selling model phone.",Definitely I will help you in choosing one. Do you have any specific requirements?,Phn_SelReq,null,Neu
"Yes, i need a phone with DualSim in less cost",You can take Note 5 Lite by CoolPad,Slt_Info,"Sim-D,Cost-Less",Neu
What is its memory?,It's 3 GB Ram.,Query_Slot,null,Neu
That is too less. Can you suggest a phone with 6 GB Ram and being widely used.,There aren’t many apps that can fully utilize 3GB RAM in a smartphone so 6 GB won't be of any use to you,Slt_Info,RAM-6,Neg
I need 6 GB phone only,Then you should buy Model Mi 6 by Xiaomi. It has very good picture quality.,Feedback,null,Neg
What is its cost?,Its 400 Euro.,Query_Slot,null,Neu
Sounds good to me. I will take it.,Perfect choice. I will pack it for you.,Booking_Req,null,Pos
Thanks a lot for your patience and time.,It's my job and I love doing it.,Gratitude,null,Pos
130,130,130,130,130
"Hi, can you please help me in selecting a phone?","Yeah Sure, can i know what kind of phone you need?",Phn_SelReq,null,Neu
I want to buy a phone with 13MP primary camera,Xperia XA Ultra by Sony is very good for camera .,Slt_Info,P_Camera-13+,Neu
What is its internal RAM?,It is 16 GB,Query_Slot,null,Neu
Oh that is too less,It has extra memory slot and you can increase the space with it.,Feedback,null,Neg
But I want a phone with 64GB internal RAM and good camera,Le Max by LeEco will solve your purpose,Slt_Info,Internal_RAM-64,Neg
How much does it cost ?,It's cost is 350 Euro,Query_Slot,null,Neu
Okay book this model for me.,Yes done,Booking_Req,null,Neu
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
131,131,131,131,131
"Good Evening, I am looking for a trending phone","sure, please tell me your model no or requirements",Phn_SelReq,null,Neu
I need to have a phone that has less weight and good battery life.,Xperia E4 Dual by Sony will be a good choice. Its weight is 144 gms,Slt_Info,"Battery-Good,Weight_g-Less",Neu
What is its color?,It is black color,Query_Slot,null,Neu
Whta is its internal RAM?,It is 8 GB,Query_Slot,null,Neu
oh that's too less. I want at least 16 GB internal RAM,It's performance is good.,Slt_Info,Internal_RAM-16,Neg
Yeah but I need more space for smooth functioning of the phone,Then Life One X2 Mini by Blu will be a perfect choice for you with good battery.,Feedback,null,Neg
What is its price?,It is 170 Euro. It's a very good phone. You will love it.,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you.",Booking,null,Neu
thanks a ton,My pleasure,Gratitude,null,Pos
132,132,132,132,132
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want a Onyx Black colored dualsim phone.,Vibe P1m by Lenovo is a double sim phone.,Slt_Info,"Color-Onyx Black,Sim-D",Neu
what is its camera quality?,it's 8 MP for primary and 5 MP for secondary,Query_Slot,null,Neu
Oh that's too less. I take many pictures too,Its other features are very good,Slt_Info,"P_Camera-Good,S_Camera-Good",Neg
Yes I understand but these days we take photos from phone only,A7000 Plus by Lenovo is available in this color and has good camera too,Feedback,null,Neg
what is its cost?,its cost is 190 euro,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you.",Booking_Req,null,Neu
You are a very good salesman. Thanks a lot,My pleasure,Gratitude,null,Pos
133,133,133,133,133
"Hello, I am in search of a good phone.",You are at the right place. Any specific phone you need?,Phn_SelReq,null,Neu
it should have big display and high memory.,"Ok , Do you have any other requirements ?",Slt_Info,"Display_Size-Big,Memory-High",Neu
"No, that's all","Okay, you can buy Galaxy S7 active by Samsung which has internal Ram of 32 GB and display size 576 pixel.",Confirm,null,Neu
What is its Primary Camera?,It is 12MP,Query_Slot,null,Neu
Oh I need 16 MP or more camera phone,Its picture quality is very good.,Slt_Info,P_Camera-16+,Neg
But still I would go for 16 MP+ camera phone,Okay then Xperia XZ Premium by Sony is perfect for you.,Feedback,null,Neg
What is its cost?,Its cost is 750Euro,Query_Slot,null,Neu
What is its weight,It is 195 gms. It's a light weight smartphone.,Query_Slot,null,Neu
"Okay, I like this phone. Pack it for me.","Good choice, I am booking it for you.",Booking_Req,null,Neu
Thanks a lot for your time,Welcome always.,Gratitude,null,Pos
134,134,134,134,134
"Hi, I want to buy a phone","Yes, please tell your model no or requirements",Phn_SelReq,null,Neu
It should be Vivo company and good memory,Xplay6 by Vivo will be a good choice for you.,Slt_Info,"Brand-Vivo,RAM-Good,Internal_RAM-Good",Neu
What is its memory?,It is 6 GB RAM and 128 GB internal Ram.,Query_Slot,null,Neu
"Superb, What is its cost?",It is 700 Euro,Query_Slot,null,Neu
"Unfortunately, that's too costly for me. Do you have phone with same specification at lower price?","Cost is bit high but it has features like Digital Zoom, Auto Flash, Digital image stabilization, Face detection, Touch to focus.",Slt_Info,Cost-Less,Neg
That is good to know but can't afford it,V3Max by Vivo price is 300 Euro,Feedback,null,Neg
What is its color?,Black Ballistic Nylon is its color.,Query_Slot,null,Neu
I will take it.,"Nice, I am booking it for you.",Booking_Req,null,Neu
Thanks a ton,My pleasure,Gratitude,null,Pos
135,135,135,135,135
"hi,can you help me in buying a phone ?","Hey, sure , what kind of phone do you need?",Phn_SelReq,null,Neu
it should have good camera and battery capacity,Blade S7 by ZTE is one of the best phone for camera as well as battery,Slt_Info,"P_Camera-Good,S_Camera-Good,Battery-Good",Neu
how much does it cost ?,it cost 280 Euro,Query_Slot,null,Neu
what is it's color ?,It is avilable in various color,Query_Slot,null,Neu
Is it possible in Green?,This model has strong features but available in many other color other than Green,Slt_Info,Color-Green,Neg
ok can you book black color for me,Yes done,Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
136,136,136,136,136
"Good Evening, I am looking for a phone which is trending these days","sure, please tell me your model no or requirements",Phn_SelReq,null,Neu
I need to have a phone that has high internal RAM of 64 GB and good battery life.,X4 Soul by Allview will be a good choice. Its internal RAM is 64 GB.,Slt_Info,"Internal_RAM-64,Battery-Good",Neu
What is its color?,It is black.,Query_Slot,null,Neu
Whta is its weight?,It is 167.5 gms.,Query_Slot,null,Neu
That's a bit on lighter side. Do you have something in more weight?,Light weight phones are easy to carry and very handy too,Slt_Info,Weight_g-Heavy,Neg
Yeah but I want heavy weight phone coz it incorporates many features in it,Then P8 Energy Pro by Allview will be a perfect choice for you with good internal memory.,Feedback,null,Neg
What is its price?,It is 420 Euro.You will love this phone.,Query_Slot,null,Neu
"Okay, I will take this phone.",Booking done,Booking,null,Neu
thanks a ton,"Welcome,My pleasure",Gratitude,null,Pos
137,137,137,137,137
"hi,can you help me in buying a phone ?","Hey, sure , what kind of phone do you need?",Phn_SelReq,null,Neu
it should have radio facility and battery should be long lasting,Zenfone 3s Max ZC521TL by Asus is one of the best phone for battery. Radio also works on it.,Slt_Info,"Radio-Y,Battery-Good",Neu
how much does it cost ?,Its cost is 230 Euro only,Query_Slot,null,Neu
What is its weight?,Weight is 175 gms,Query_Slot,null,Neu
oh that's a bit heavy. I want light weight phone.,This model has strong features. It has longer battery life and fast cahrging facility.,Slt_Info,Weight_g-Light,Neg
ok can you book it for me,Yes done. I am booking it for you.,Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
138,138,138,138,138
"hi, I want to buy a new phone","hello, what kind of phone do you want?",Phn_SelReq,null,Neu
It should have OS android and multi sim features,POP 7 LTE by Alcatel is one of the best phone suited to your need.,Slt_Info,"OS-And,Sim-M",Neu
what is its cost?,Its costs is 130 Euro,Query_Slot,null,Neu
what color is it?,The color of the phone is white,Query_Slot,null,Neu
"Oh, is it possible to get in Black color?",This model is available in white only. white is in most demand these days,Slt_Info,Color-Black,Neg
but I would prefer in Black,You can go buy PadFone by Asus,Feedback,null,Neg
what's the price?,it costs 300 Euro,Query_Slot,null,Neu
"Okay, I will book it","Sure, I have booked it",Booking_Req,null,Neu
Thanks a lot,Welcome and do visit us again,Gratitude,null,Pos
139,139,139,139,139
"Hey, I am looking for a good phone","Hi, What sort of phone are you looking for?",Phn_SelReq,null,Neu
It should be 2016 released year phone with good internal RAM and high primary camera quality,DTEK60 by Blackberry suits your requirements,Slt_Info,"Released_Yr-2016,Internal_RAM-Good,P_Camera-Good",Neu
What is the price?,It is of 530 Euro,Query_Slot,null,Neu
What is its OS?,"Yes , this phone has Android",Query_Slot,null,Neu
Oh I have heard And has unattractive interface .I want Bla Operating phone,And OS is getting good review. Buyers are liking it.,Slt_Info,OS-Bla,Neg
But I am comfortable with Bla Operating phone,"Okay, then Leap by Blackberry is a good option but its released year is 2015",Feedback,null,Neg
What is the cost?,Its cost is 170 Euro.,Query_Slot,null,Neu
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
140,140,140,140,140
"Hey, can you help me in buying a new phone?","hello, what type of phone you want to purchase?",Phn_SelReq,null,Neu
I want to buy a gps phone with good memory backup.,$M$ meets your requirements.,Slt_Info,"GPS-Y,RAM-Good,Internal_RAM-Good",Neu
Does it has good camera ?,"Yes , picture quality is very good of this phone. $PC$ MP is its quality",Query_Slot,null,Neu
Does it has DualSim feature?,"Yes, DualSim feauture is there on this phone.",Query_Slot,null,Neu
what is it's cost ?,it's of $C$ Euro.,Query_Slot,null,Neu
"oh,It is too costly for me. Can you suggest some other phone in cheaper price?",Even though it is costly customers are prefering this phone as its performance is far superior to others,Slt_Info,Cost-less,Neg
My budget restricts me to buy this phone,$M$ is also a good phone with high memory,Feedback,null,Neg
ok can you book Oit for me,"Yes done,",Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
141,141,141,141,141
"Hello, I want to buy a new phone.","hello, what phone are you looking for?",Phn_SelReq,null,Neu
I want to buy a phone with good secondary camera quality and less weight,"Sure, Model nova 2 by Huawei would be a good option for you",Slt_Info,"S_Camera-Good,Weight_g-Light",Neu
What is its battery?,2950 mAH is its battery. It has long lasting battery life.,Query_Slot,null,Neu
What color is it?,It's in Aurora Blue color.,Query_Slot,null,Neu
what is its released year?,It came in 2017,Query_Slot,null,Neu
What is its price?,It costs 330 Euro,Query_Slot,null,Neu
It is too costly for me. Do you have something in less?,With great costs come great features. This phone open multiple applications simultaneously,Slt_Info,Cost-Less,Neg
I have budget constraints,No problem then you can buy A57 by Oppo,Feedback,null,Neg
What is its price?,It costs $C$ Euro,Query_Slot,null,Neu
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
142,142,142,142,142
I am looking for GPS Operated phone,"Hello, do you have any other requirements in your mind?",Phn_SelReq,GPS-Y,Neu
Its cost should be under 300 Euro,"Sure, You can buy A59 by Oppo",Slt_Info,Cost- 300-,Neu
What is its weight?,Its weight is 136 gms,Query_Slot,null,Neu
That's cool. I hope it has good memory too,It has memory of 3 GB,Query_Slot,null,Pos
Ah that seems less for me.Can you suggest some other affordable phone with higher memory?,3 GB is ideal for most users.,Slt_Info,"RAM-Good,Internal_RAM-Good",Neg
I understand but I need more space for multitasking,"Yes, You can buy R7s by Oppo. It costs 260 Euro with 4 GB memory.",Feedback,null,Neg
Sounds good to me. Pack this for me.,My pleasure . I will pack it for you and your reference no is 2012-06,Booking_Req,null,Pos
Thanks a ton for your time and help,Welcome . Do visit is again.,Gratitude,null,Pos
143,143,143,143,143
I wanna buy a phone which fulfills all my requirements.,"Good Morning,What are your basic needs?",Phn_SelReq,null,Neu
My first requirement is that I need a phone which has an excellent camera.,Nowadays R9 Plus by Oppo is one of the best options for all those people who wanna have a very good camera and especially for clicking selfies.,Slt_Info,"P_Camera-Good,S_Camera-Good",Neu
How much memory does it offer?,It has an internal RAM of 64 GB RAM,Query_Slot,null,Neu
And how about the primary Camera?,The primary one is 16 MP.,Query_Slot,null,Neu
oh that seems less..What other phones do you have if I want more storage?,It has expandable memory feature. Extra memory slot is provided in this phone,Slt_Info,"RAM-Good,Internal_RAM-Good",Neg
How much is it for?,It’s for 550 Euro,Query_Slot,null,Neu
Does it also has Dual SIM option?,"Yup, it also has Dual SIM slot",Confirm_Q,Sim-D,Neu
"Okay, can you pack this phone?","Sure, Booking confirmed How will you pay?",Booking_Req,null,Neu
It was nice talking to you. Thanks a lot for your help.,My pleasure. Contact us for any query.,Gratitude,null,Pos
144,144,144,144,144
"Hi, I am looking for a phone",What kind of features were you looking for?,Phn_SelReq,null,Neu
"I want a android operating smart phone, with good battery life.",This model Galaxy C9 Pro by Samsung will meet your requirements,Slt_Info,"OS-And,Battery-Good",Neu
Looks nice. How’s the battery life?,It depends how you use it. It lasts from one to three days. It's battery is 4000 mAh,Query_Slot,null,Neu
what is its price?,Its price is 620 Euro. It has many great features.,Query_Slot,null,Neu
"Oh, that's too costly for me. Do you have something under 220 Euro?",For few dollars don't leave this phone. It is trending these days. It has many features which sets it apart from other phone,Slt_Info,Price-220-,Neg
I understand but my pocket does not allow that,Model Xperia Z2 Tablet LTE by Sony is also a good phone and its price is also 350 Euro,Feedback,null,Neg
"okay, I will buy it.",Thanks for buying this great phone.,Booking_Req,null,Neu
Thanks for help,My pleasure,Gratitude,null,Pos
145,145,145,145,145
"Hi, I am in need of a good phone","Hello, sure what features you want in your phone?",Phn_SelReq,null,Neu
I want to buy a black colorlight weight symbian phone,"Hello , Satio (Idou) by Sony Ericsson meets your requirements.",Slt_Info,"Color-Black,OS-Sym,Weight_g-Light",Neu
How's the camera quality of this phone?,It is very good. It has 12 MP primary camera and VGA secondary camera,Query_Slot,null,Neu
oh it is quite less compared to other phone. I want a mobile with higher MP,you don’t need a huge number of megapixels to get some great photographs. Even a modest 6 megapixel camera will result in some very good pictures. So don’t buy into the hype about having a huge number of megapixels in your camera.,Slt_Info,"P_Camera-Good,S_Camera-Good",Neg
What is its cost?,It is 180 Euro,Query_Slot,null,Neu
Ok book this one for me,"Yeah Sure, Completing the booking process . Its done.",Booking_Req,null,Neu
Thanks for helping me.,You are welcome,Gratitude,null,Pos
146,146,146,146,146
"Hi, I want to buy a mobile.","Hello,What make of mobile phone do you want Smartphone or Non-Smartphone?",Phn_SelReq,null,Neu
I am looking high internal RAM with small display size,"Sure, Model Mi Note 2 by Xiomi will be a good option for you.",Slt_Info,"Internal_RAM-High,Display_Size-Small",Neu
What is its price?,Its cost is 610 Euro,Query_Slot,null,Neu
Its too costly for me. Can you suggest any other phone in my budget,This is a very good phone. Comapny has added many great features in it.,Slt_Info,Cost-Less,Neg
I have a really tight budget. Kindly suggest some other phone,"Ok, then you can go for Model V5s by Vivo Phone. Its cost is only 280 Euro",Feedback,null,Neg
Sounds perfect. I will buy it.,"Okay, i am booking this phone for you",Booking_Req,null,Pos
It was nice interacting with you. Thanks for your patience and help.,You are welcome.Its my job and I am happy to serve my customer.,Gratitude,null,Pos
147,147,147,147,147
"Good Morning, I am looking for a phone","Hello, any specific model you are looking for?",Phn_SelReq,null,Neu
"Hi, I want to buy Samsung phone with good battery life.","Sure, Galaxy J7 Max by Samsung is a very good phone.",Slt_Info,"Brand-Samsung,Battery-Good",Neu
What is its display size?,It is 386 pixel,Query_Slot,null,Neu
Oh that's too big. I don't feel comfortable carrying big phone.,"The screen of this phone hits the basics: It’s high resolution, gets really bright, and has vibrant colors. Video quality is very good in this phone",Slt_Info,Display_Size-Small,Neg
what is its primary camera?,It has 13 MP primary camera picture quality.,Query_Slot,null,Neu
What is its cost?,Its cost is 250. It has got very good resposnse from our customers,Query_Slot,null,Neu
That's cool. I will take it. Can I pay it by card?,Thanks a lot. Yes we take card payment also. Your booking reference number is 2012_12,Booking_Req,null,Pos
Thanks for your help.,My pleasure,Gratitude,null,Pos
148,148,148,148,148
I am looking for a new phone. Can you suggest some?,"ofcourse, do you have specific features for the same?",Phn_SelReq,null,Neu
"Yes, RAM storage and picture quality should be good as I like clicking pics. One more thing its OS should be Android","Definitely, I would suggest Model Galaxy C9 Pro by Samsung for the same. It has good picture quality and its internal RAM is also 64 GB.",Slt_Info,"P_Camera-Good,S_Camera-Good,RAM-Good,OS-And",Neu
Does Radio works on it?,"Sorry, it does not support Radio.",Query_Slot,null,Neu
Oh I often listen to Radio. This phone does not have.I want radio to work on my phone.,"If you leave aside radio, this phone is superb. The screen is incredible, the cameras are respectable, and the software is clean and fast.",Feedback,null,Neg
What is its memory?,It's 6 GB but it is expandable. There is extra slot for memory card. We can provide you with that,Query_Slot,null,Neu
"Sounds good. Pack this for me,","Great, I am confirming your booking and your reference number is 2012_13",Booking_Req,null,Pos
Thanks a ton.,My pleasure and thank you for visiting us.,Gratitude,null,Pos
149,149,149,149,149
"Good Evening, I want to buy a phone",Any specific model you are looking for?,Phn_SelReq,null,Neu
"Yes, I want to buy a multiSim mobile.","Sure, we have many multiSim mobiles in our store. Is there any other specific features you are looking for?",Slt_Info,Sim-M,Neu
GPS and Radio should work on it.,Okay Galaxy S5 Neo by Samsung meets your requirements.,Slt_Info,"GPS-Y,Radio-Y",Neu
What is its cost?,It is 350 Euro.,Query_Slot,null,Neu
Sorry this phone is not in my budget.It is a bit costly. Can you recommend some other phone in less cost?,This phone is very very fast. It’s paired with both fast RAM and capacious storage.,Slt_Info,Cost-Less,Neg
But I have limited money.,Then Model Galaxy S4 mini I9195I by Samusng is also a very good phone and it is not very costly also.,Feedback,null,Neg
Sounds perfect. Book this for me.,"Fantastic, I am booking your order.",Booking_Req,null,Pos
Thank you so much for all your help.,You are always welcome.,Gratitude,null,Pos
150,150,150,150,150
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want to buy Model Iconia Tab A501 by AcerPhone.,Sorry this phone is not available in our store. Do you want some other phone?,Slt_Info,"Company-Acer,Model-Iconia Tab A501",Neu
I am looking for an affordable phone. It should be under 200 Euro.,Model Liquid Z520 by Acer suits your requirements.,Slt_Info,Cost-200-,Neu
Does it has dualsim?,"No, it is a single sim phone",Query_Slot,null,Neu
"oh, i don't want single sim phone. I want affordable dualsim phone",The point with single sim phone is that you can get better battery and performance that is why the expensive phones like apple and pixel are still single sim.,Slt_Info,Sim-D,Neg
What color is it available?,It's available in black color.,Query_Slot,null,Neu
"Okay, I will buy it then.","perfect choice, i am booking it for you. Your order number is 2012_15",Booking_Req,null,Neu
Thanks a lot for teaching me its operation.,My pleasure.You are always welcome,Gratitude,null,Pos
151,151,151,151,151
"Hi, I want to buy a phone","Sure, Is there any other specific features you want in your phone?",Phn_SelReq,null,Neu
My requirements are dualsim phone with good battery life,"okay, do you have any budget constraints?",Slt_Info,"Battery-Good,Sim-D",Neu
I want a cellphone under 350 Euro,Model Iconia Tab A3 by Acer will be perfect for you.,Slt_Info,Cost-350-,Neu
What is its OS?,It is Android,Query_Slot,null,Neu
I don't want And OS phone,It's in great demand and has got good rating as well.,Slt_Info,OS- Non And,Neg
I like Mic. Can you suggest some other phone which works on Mic OS,Model Lumia 640 XL LTE Dual SIM by Microsoft phone will be a perfect choice.,Feedback,OS-Mic,Neg
What is its cost?,Its price is 280 Euro,Query_Slot,null,Neu
"Okay, can you pack this phone?",Ok booking confirmed,Booking_Req,null,Neu
Thanks for help,"Welcome, it's my pleasure",Gratitude,null,Pos
152,152,152,152,152
"Hello, I want to buy a best selling model phone.",Definitely I will help you in choosing one. Do you have any specific requirements?,Phn_SelReq,null,Neu
"Yes, i need a phone with DualSim in less cost",You can take Model Moto E3 Power by Motorola,Slt_Info,"Sim-D,Cost-Less",Neu
What is its memory?,It's 2 GB Ram and 16 GB Internal RAM.,Query_Slot,null,Neu
That is too less. Can you suggest a phone with 64 GB Internal Ram and being widely used.,This phone is selling like hot cake. It has got expandable memory slot.,Slt_Info,Internal_RAM-64,Neg
I need 64 GB phone only,Then you should buy Model Moto Maxx by Motorola. It has very good picture quality also,Feedback,null,Neg
What is its cost?,Its 300 Euro,Query_Slot,null,Neu
Sounds good to me. I will take it.,Perfect choice. I will pack it for you. Your reference number is 2012_19.,Booking_Req,null,Pos
Thanks a lot for your patience and time.,It's my job and I love doing it.,Gratitude,null,Pos
153,153,153,153,153
"Hi, can you please help me in selecting a phone?","Yeah Sure, can i know what kind of phone you need?",Phn_SelReq,null,Neu
I want to buy a cell with 16MP or more primary camera,DROID Turbo by Motorola is very good for camera .,Slt_Info,P_Camera-16+,Neu
How much does it cost ?,it will cost 290 Euro,Query_Slot,null,Neu
Does it uses Sym OS?,"No, it works on Android operating system",Query_Slot,null,Neu
I am not sure about this OS. I want a phone in Sym OS only.,DROID Turbo by Motorola is giving very good response. It is being widely used for a fast web browsing and very handy for reading mails,Slt_Info,OS-Sym,Neg
Okay book this model for me.,Yes done,Booking_Req,null,Neu
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
154,154,154,154,154
"Hello, I want to buy a new phone.","hello, what phone are you looking for?",Phn_SelReq,null,Neu
I want to buy a phone with small display size and good camera quality,"Sure, Model F1 by Oppo would be a good option for you",Slt_Info,"P_Camera-Good,S_Camera-Good,Display_Size-Small",Neu
What is its battery?,2500 mAh is its battery. Your phone will last for long.,Query_Slot,null,Neu
What color is it?,It's in White color.,Query_Slot,null,Neu
What is its price?,It costs 230 Euro,Query_Slot,null,Neu
It is too costly for me. Do you have something in less?,It is being preferred by most of our customers,Slt_Info,Cost-Less,Neg
My pocket does not allow me,"okay no problem, You can buy Model Eluga Ray X by Panasonic",Feedback,null,Neg
What is its price?,It costs 130 Euro,Query_Slot,null,Neu
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
155,155,155,155,155
"Hi,I want to buy a phone.","Sure, any specific model you are looking for?",Phn_SelReq,null,Neu
I want a DualSim Android phone,Model Galaxy C7 by Samsung is a good phone.,Slt_Info,"Sim-D,OS-And",Neu
is it so ?,"yeah, its rating is also very good priced at 450 Euro",Confirm,null,Neu
but it is out of my budget,You will not regret with the great features it come,Slt_Info,Cost-Less,Neg
Ok please complete the booking process.,It's done. Thank for buying.,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
156,156,156,156,156
I wanna buy a phone which fulfills all my requirements.,What are your basic needs?,Phn_SelReq,null,Neu
I want to buy a Oppo phone,R11 Plus by Oppo is a very good model,Slt_Info,Brand-Oppo,Neu
what are its specification?,It has 64 GB internal RAM and has a front camera of 20 MP and back camera of Dual. Its operating system is And.,Query_Slot,null,Neu
I don't want dual camera phone,Dual camera phone is in great demand these days,Slt_Info,P_Camera-Non Dual,Neg
It may be in demand but i would prefer non dual phone,"A77 by Oppo comes with additional features. It has options for long screen shot, eye protection changing to a warmer color temperature",Feedback,null,Neg
it looks good.,Also it has a battery capacity of 3200 mAH. And it costs only 330 Euro.,Feedback,null,Pos
Ok book this one for me,"Yeah Sure, Completing the booking process . Its done. Your Ref no. is 1212_24",Booking_Req,null,Neu
Thanks for helping me.,You are always Welcome,Gratitude,null,Pos
157,157,157,157,157
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want to buy a white color multisim phone for my son.,"Hello, sure we have white color phone. Is there any features you want in your phone?",Slt_Info,"Color-White,Sim-M",Neu
"I have budget constraints, it should be under 300 Euro","No problem, R1S by Oppo is a good phone in the market meeting all your requirements.",Slt_Info,Cost-300-,Neu
Does GPS works on it?,Yes GPS works on it.,Query_Slot,null,Neu
What is its weight?,Its weight is 140 gms,Query_Slot,null,Neu
oh that's very light. I want a heavy phone,Light phone is handy and you can carry it anywhere without bearing its weight.,Slt_Info,Weight_g-Heavy,Neg
What is its price?,It is 290 Euro.,Query_Slot,null,Neu
"Perfect, I will take it. Kindly gift wrap it.","Sure, I will gift wrap it.",Booking_Req,null,Neu
Thanks a ton,My pleasure.,Gratitude,null,Pos
158,158,158,158,158
